Time	Temperature[C]	Voltage[V]
---------------------------------
18:51	6.90	6.90	6.90
18:54	6.90	6.90	6.90
18:54	6.90	6.90	6.90
18:54	6.90	6.90	6.90
18:55	6.90	6.90	6.90
18:55	6.90	6.90	6.90
18:55	6.90	6.90	6.90
18:56	6.90	6.90	6.90
18:56	6.90	6.90	6.90
18:57	6.90	6.90	6.90
18:57	6.90	6.90	6.90
18:57	6.90	6.90	6.90
18:58	6.90	6.90	6.90
18:58	6.90	6.90	6.90
18:58	6.90	6.90	6.90
18:59	6.90	6.90	6.90
18:59	6.90	6.90	6.90
18:59	6.90	6.90	6.90
19:00	6.90	6.90	6.90
19:00	6.90	6.90	6.90
19:01	6.90	6.90	6.90
19:01	6.90	6.90	6.90
19:01	6.90	6.90	6.90
19:02	6.90	6.90	6.90
19:02	6.90	6.90	6.90
19:02	6.90	6.90	6.90
19:03	6.90	6.90	6.90
19:03	6.90	6.90	6.90
19:04	6.90	6.90	6.90
19:04	6.90	6.90	6.90
19:04	6.90	6.90	6.90
19:05	6.90	6.90	6.90
19:05	6.90	6.90	6.90
19:05	6.90	6.90	6.90
19:06	6.90	6.90	6.90
19:06	6.90	6.90	6.90
19:06	6.90	6.90	6.90
19:07	6.90	6.90	6.90
19:07	6.90	6.90	6.90
19:08	6.90	6.90	6.90
19:08	6.90	6.90	6.90
19:08	6.90	6.90	6.90
19:09	6.90	6.90	6.90
19:09	6.90	6.90	6.90
19:09	6.90	6.90	6.90
19:10	6.90	6.90	6.90
19:10	6.90	6.90	6.90
19:10	6.90	6.90	6.90
19:11	6.90	6.90	6.90
19:11	6.90	6.90	6.90
19:12	6.90	6.90	6.90
19:12	6.90	6.90	6.90
19:12	6.90	6.90	6.90
19:13	6.90	6.90	6.90
19:13	6.90	6.90	6.90
19:13	6.90	6.90	6.90
19:14	6.90	6.90	6.90
19:14	6.90	6.90	6.90
19:15	6.90	6.90	6.90
19:15	6.90	6.90	6.90
19:15	6.90	6.90	6.90
19:16	6.90	6.90	6.90
19:16	6.90	6.90	6.90
19:16	6.90	6.90	6.90
19:17	6.90	6.90	6.90
19:17	6.90	6.90	6.90
19:17	6.90	6.90	6.90
19:18	6.90	6.90	6.90
19:18	6.90	6.90	6.90
19:19	6.90	6.90	6.90
19:19	6.90	6.90	6.90
19:19	6.90	6.90	6.90
19:20	6.90	6.90	6.90
19:20	6.90	6.90	6.90
19:20	6.90	6.90	6.90
19:21	6.90	6.90	6.90
19:21	6.90	6.90	6.90
19:21	6.90	6.90	6.90
19:22	6.90	6.90	6.90
19:22	6.90	6.90	6.90
19:23	6.90	6.90	6.90
19:23	6.90	6.90	6.90
19:23	6.90	6.90	6.90
19:24	6.90	6.90	6.90
19:24	6.90	6.90	6.90
19:24	6.90	6.90	6.90
19:25	6.90	6.90	6.90
19:25	6.90	6.90	6.90
